profile_id,sound_meaning
OHE-01272,큰바다
OHE-01273,날릴
OHE-01274,버들
OHE-01275,기를
OHE-01276,모양
OHE-01277,도울
OHE-01278,볕
OHE-01279,흙
OHE-01280,물고기
OHE-01281,어거할
OHE-01282,말씀
OHE-01283,억
OHE-01284,생각할
OHE-01285,참죽나무
OHE-01286,말씀
OHE-01287,선비
OHE-01288,속담
OHE-01289,엄할
OHE-01290,업
OHE-01291,높고험할
OHE-01292,"나,줄"
OHE-01293,같을
OHE-01294,"나,줄"
OHE-01295,너
OHE-01296,줄
OHE-01297,남을
OHE-01298,또
OHE-01299,바꿀
OHE-01300,통변할
OHE-01301,역마
OHE-01302,끌
OHE-01303,물흐를
OHE-01304,고울
OHE-01305,넘칠
OHE-01306,따를
OHE-01307,예쁠
OHE-01308,잔치
OHE-01309,갈
OHE-01310,부드러울
OHE-01311,시내
OHE-01312,그럴
OHE-01313,못
OHE-01314,넓힐
OHE-01315,인연
OHE-01316,불탈
OHE-01317,제비
OHE-01318,기쁠
OHE-01319,기쁠
OHE-01320,검열할
OHE-01321,더울
OHE-01322,불꽃
OHE-01323,옥갈
OHE-01324,고울
OHE-01325,잎
OHE-01326,빛날
OHE-01327,빛날
OHE-01328,길
OHE-01329,비칠
OHE-01330,찰
OHE-01331,헤엄칠
OHE-01332,꽃부리
OHE-01333,맞이할
OHE-01334,읊을
OHE-01335,기둥
OHE-01336,물맑을
OHE-01337,비칠
OHE-01338,사람이름
OHE-01339,영화
OHE-01340,옥광채
OHE-01341,그림자
OHE-01342,밝을
OHE-01343,이삭 빼어날
OHE-01344,경영할
OHE-01345,방울소리
OHE-01346,물소리
OHE-01347,옥돌
OHE-01348,어질
OHE-01349,나라이름 풀뾰족날
OHE-01350,미리
OHE-01351,날카로울
OHE-01352,미리
OHE-01353,밝을
OHE-01354,기릴
OHE-01355,재주
OHE-01356,낮
OHE-01357,다섯
OHE-01358,대오
OHE-01359,나
OHE-01360,나라이름
OHE-01361,밝을
OHE-01362,즐길
OHE-01363,깨달을
OHE-01364,밝을
OHE-01365,오동나무
OHE-01366,깊을
OHE-01367,구슬
OHE-01368,기름질
OHE-01369,집
OHE-01370,보배
OHE-01371,따뜻할
OHE-01372,평온할
OHE-01373,화목할
OHE-01374,막을
OHE-01375,안을
OHE-01376,기와
OHE-01377,누울
OHE-01378,완전할
OHE-01379,굽을
OHE-01380,놀
OHE-01381,순할
OHE-01382,서옥
OHE-01383,빙그레웃을 왕골
OHE-01384,아름다운옥
OHE-01385,느릴
OHE-01386,가로
OHE-01387,임금
OHE-01388,갈
OHE-01389,굽을
OHE-01390,깊고넓을
OHE-01391,성할
OHE-01392,바깥
OHE-01393,구할
OHE-01394,예쁠
OHE-01395,요임금
OHE-01396,요행
OHE-01397,흔들
OHE-01398,좋아할
OHE-01399,노래
OHE-01400,멀
OHE-01401,빛날
OHE-01402,빛날
OHE-01403,넉넉할
OHE-01404,목욕할
OHE-01405,쓸
OHE-01406,날랠
OHE-01407,길돋울
OHE-01408,얼굴
OHE-01409,떳떳할
OHE-01410,샘솟을
OHE-01411,샘솟을
OHE-01412,담
OHE-01413,뛸
OHE-01414,벵골보리수
OHE-01415,질펀히흐를
OHE-01416,패옥소리
OHE-01417,연꽃
OHE-01418,쇠녹일
OHE-01419,큰쇠북
OHE-01420,또
OHE-01421,어조사
OHE-01422,더욱
OHE-01423,벗
OHE-01424,오른쪽
OHE-01425,깃
OHE-01426,집
OHE-01427,도울
OHE-01428,해돋을
OHE-01429,비
OHE-01430,옥돌
OHE-01431,하우씨
OHE-01432,도울
OHE-01433,멀
OHE-01434,악기이름
OHE-01435,짝
OHE-01436,머무를
OHE-01437,어리석을
OHE-01438,패옥
OHE-01439,역참
OHE-01440,만날
OHE-01441,넉넉할
OHE-01442,모퉁이
OHE-01443,아침해
OHE-01444,빛날
OHE-01445,문채빛날
OHE-01446,문채날
OHE-01447,빛날
OHE-01448,이름
OHE-01449,김맬
OHE-01450,구름
OHE-01451,운전할
OHE-01452,큰물결
OHE-01453,운
OHE-01454,우거질
OHE-01455,수컷
OHE-01456,곰
OHE-01457,으뜸
OHE-01458,내이름
OHE-01459,담
OHE-01460,강이름
OHE-01461,관원
OHE-01462,근본
OHE-01463,성
OHE-01464,동산
OHE-01465,예쁠
OHE-01466,도울
OHE-01467,동산
OHE-01468,동글
OHE-01469,근원
OHE-01470,도리옥
OHE-01471,성실할
OHE-01472,집
OHE-01473,멀
OHE-01474,수레
OHE-01475,원할
OHE-01476,달
OHE-01477,건널
OHE-01478,자리
OHE-01479,맡길
OHE-01480,위엄
OHE-01481,벼슬이름
OHE-01482,클
OHE-01483,둘레
OHE-01484,위할
OHE-01485,강이름
OHE-01486,햇빛
OHE-01487,옥이름
OHE-01488,씨
OHE-01489,위로할
OHE-01490,이를
OHE-01491,지킬
OHE-01492,높을
OHE-01493,말미암을
OHE-01494,어릴
OHE-01495,있을
OHE-01496,닭
OHE-01497,바(어조사)
OHE-01498,도울
OHE-01499,그을할
OHE-01500,기름
OHE-01501,부드러울
OHE-01502,성
OHE-01503,용서할
OHE-01504,유자나무
OHE-01505,강이름
OHE-01506,오직
OHE-01507,광택
OHE-01508,깨우칠
OHE-01509,노적가리 곳집
OHE-01510,생각할
OHE-01511,기쁠
OHE-01512,넉넉할
OHE-01513,느릅나무
OHE-01514,오히려
OHE-01515,꾈
OHE-01516,맬(묶을)
OHE-01517,아름다운옥
OHE-01518,깨우칠
OHE-01519,놀
OHE-01520,선비
OHE-01521,적실
OHE-01522,끼칠
OHE-01523,기를
OHE-01524,기름진땅
OHE-01525,다스릴
OHE-01526,진실로
OHE-01527,귀막는옥
OHE-01528,맏아들
OHE-01529,병기이름
OHE-01530,윤달
OHE-01531,물깊고넓을
OHE-01532,윤택할
OHE-01533,화활
OHE-01534,끝
OHE-01535,성할
OHE-01536,은혜
OHE-01537,은
OHE-01538,화평할
OHE-01539,숨을
OHE-01540,새
OHE-01541,읊을
OHE-01542,소리
OHE-01543,마실
OHE-01544,고을
OHE-01545,엉길
OHE-01546,응할
OHE-01547,매
OHE-01548,옷
OHE-01549,마땅할
OHE-01550,의지할
OHE-01551,의지할
OHE-01552,뜻
OHE-01553,옳을
OHE-01554,거동
OHE-01555,굳셀
OHE-01556,옳을
OHE-01557,비교할 헤아릴
OHE-01558,의원
OHE-01559,의논할
OHE-01560,클
OHE-01561,두
OHE-01562,이미
OHE-01563,써
OHE-01564,귀
OHE-01565,늦출
OHE-01566,말이을
OHE-01567,저
OHE-01568,쉬울
OHE-01569,기쁠
OHE-01570,귀고리
OHE-01571,다를
OHE-01572,옮길
OHE-01573,끼칠
OHE-01574,두
OHE-01575,너
OHE-01576,떳떳할
OHE-01577,더할
OHE-01578,도울
OHE-01579,명일
OHE-01580,날개
OHE-01581,웃을
OHE-01582,강이름
OHE-01583,사람
OHE-01584,어질
OHE-01585,이끌
OHE-01586,도장
OHE-01587,인할
OHE-01588,참을
OHE-01589,혼인
OHE-01590,공경할
OHE-01591,인정할
OHE-01592,한
OHE-01593,날
OHE-01594,춤
OHE-01595,한
OHE-01596,넘칠
OHE-01597,역말
OHE-01598,달아날 뛰어날
OHE-01599,중량
OHE-01600,아홈째천간
OHE-01601,맡길
OHE-01602,곡식여물
OHE-01603,들
OHE-01604,남을
OHE-01605,아들
OHE-01606,자세할
OHE-01607,글자
OHE-01608,스스로
OHE-01609,맵시
OHE-01610,이
OHE-01611,놈
OHE-01612,오지그릇
OHE-01613,자줏빛
OHE-01614,암컷
OHE-01615,재불
OHE-01616,불을
OHE-01617,사랑
OHE-01618,자석
OHE-01619,깔
OHE-01620,사를
OHE-01621,지을
OHE-01622,함박꽃
OHE-01623,참새
OHE-01624,벼슬
OHE-01625,까치
OHE-01626,바늘
OHE-01627,잠깐
OHE-01628,잠길
OHE-01629,누에
OHE-01630,섞일
OHE-01631,농막
OHE-01632,장인
OHE-01633,장할
OHE-01634,짚을
OHE-01635,길
OHE-01636,글
OHE-01637,베풀
OHE-01638,장수
OHE-01639,휘장
OHE-01640,단장할
OHE-01641,마당
OHE-01642,손바닥
OHE-01643,꾸밀
OHE-01644,엄숙할
OHE-01645,권면할
OHE-01646,녹나무
OHE-01647,밝을
OHE-01648,구기
OHE-01649,담장
OHE-01650,줄 풀이름
OHE-01651,장미
OHE-01652,감출
OHE-01653,재주
OHE-01654,두
OHE-01655,있을
OHE-01656,재목
OHE-01657,비로소
OHE-01658,심을
OHE-01659,재물
OHE-01660,재상
OHE-01661,가래나무
OHE-01662,옷마를
OHE-01663,맑을
OHE-01664,실을
OHE-01665,일
OHE-01666,재계할
OHE-01667,다툴
OHE-01668,징
OHE-01669,밑
OHE-01670,모시
OHE-01671,쌓을
OHE-01672,집
OHE-01673,닥나무
OHE-01674,지을
OHE-01675,붉을
OHE-01676,과녁
OHE-01677,고요할
OHE-01678,피리
OHE-01679,나아갈
OHE-01680,발자취
OHE-01681,들추어낼
OHE-01682,물방울
OHE-01683,쌓을
OHE-01684,길쌈할
OHE-01685,사리에 맞을
OHE-01686,자취
OHE-01687,호적
OHE-01688,밭
OHE-01689,온전할
OHE-01690,경기
OHE-01691,법
OHE-01692,신선이름
OHE-01693,앞
OHE-01694,나무못
OHE-01695,펼
OHE-01696,오로지
OHE-01697,정할
OHE-01698,갖출
OHE-01699,대궐
OHE-01700,메울
OHE-01701,옥이름
OHE-01702,전할
OHE-01703,저울질할
OHE-01704,돈
OHE-01705,꼭대기
OHE-01706,끊을
OHE-01707,꺾을
OHE-01708,끊을
OHE-01709,마디
OHE-01710,점칠
OHE-01711,가게
OHE-01712,점점
OHE-01713,점
OHE-01714,사귈
OHE-01715,나비
OHE-01716,고무래
OHE-01717,우물
OHE-01718,바를
OHE-01719,물가
OHE-01720,보일
OHE-01721,옥소리
OHE-01722,조정
OHE-01723,여자단정할
OHE-01724,정사
OHE-01725,정할
OHE-01726,칠
OHE-01727,곧을
OHE-01728,나무바를
OHE-01729,바로잡을
OHE-01730,빛날
OHE-01731,정자
OHE-01732,뜰
OHE-01733,못
OHE-01734,머무를
OHE-01735,뽑을
OHE-01736,염탐할
OHE-01737,정수리
OHE-01738,그림족자
OHE-01739,뜻
OHE-01740,맑을
OHE-01741,법
OHE-01742,수정
OHE-01743,옥홀
OHE-01744,해뜰
OHE-01745,강이름
OHE-01746,광나무
OHE-01747,띠술
OHE-01748,솥
OHE-01749,징
OHE-01750,편안할
OHE-01751,상서
OHE-01752,진실
OHE-01753,쇳덩이
OHE-01754,가지런할
OHE-01755,고요할
OHE-01756,나라이름
OHE-01757,아우
OHE-01758,억제할
OHE-01759,임금
OHE-01760,공경할
OHE-01761,사다리
OHE-01762,제사
OHE-01763,차례
OHE-01764,방죽
OHE-01765,가지런할
OHE-01766,지을
OHE-01767,덜
OHE-01768,모든
OHE-01769,건널
OHE-01770,제목
OHE-01771,사이
OHE-01772,이를
OHE-01773,조짐
OHE-01774,도울
OHE-01775,구실(세금)
OHE-01776,복
OHE-01777,아침
OHE-01778,조상
OHE-01779,가지
OHE-01780,낚시
OHE-01781,무리
OHE-01782,바라볼
OHE-01783,새
OHE-01784,새길
OHE-01785,안존할
OHE-01786,짤
OHE-01787,고할
OHE-01788,둘
OHE-01789,아침
OHE-01790,비출
OHE-01791,시작할
OHE-01792,조나라
OHE-01793,지을
OHE-01794,고를(균형)
OHE-01795,밀물
OHE-01796,말릴
OHE-01797,잡을
OHE-01798,만날
OHE-01799,발
OHE-01800,겨레
OHE-01801,있을
OHE-01802,높을
OHE-01803,군사
OHE-01804,미루(근본)
OHE-01805,신인
OHE-01806,마칠
OHE-01807,물소리
OHE-01808,종려나무
OHE-01809,즐거울
OHE-01810,서옥이름
OHE-01811,모을
OHE-01812,심을
OHE-01813,세로
OHE-01814,술병
OHE-01815,종(쇠북)
OHE-01816,왼
OHE-01817,도울
OHE-01818,앉을
OHE-01819,자리
OHE-01820,임금
OHE-01821,고을
OHE-01822,배
OHE-01823,붉을
OHE-01824,달릴
OHE-01825,살
OHE-01826,두루
OHE-01827,하늘
OHE-01828,기둥
OHE-01829,물댈
OHE-01830,심지
OHE-01831,아뢸
OHE-01832,예쁠
OHE-01833,뿌리
OHE-01834,구슬
OHE-01835,낮
OHE-01836,자손
OHE-01837,주낼
OHE-01838,물모일
OHE-01839,돌(회전할)
OHE-01840,머무를
OHE-01841,물쏟을
OHE-01842,밭두둑
OHE-01843,쇠부어만들
OHE-01844,대
OHE-01845,준걸
OHE-01846,높을
OHE-01847,높을
OHE-01848,승인할
OHE-01849,깊을
OHE-01850,밝을
OHE-01851,태울
OHE-01852,농부
OHE-01853,마칠
OHE-01854,뛰어날
OHE-01855,법도
OHE-01856,준걸
OHE-01857,준마
OHE-01858,깊을
OHE-01859,좇을
OHE-01860,풀처음나는모양
OHE-01861,가운데
OHE-01862,버금
OHE-01863,무거울
OHE-01864,무리
OHE-01865,빗줄
OHE-01866,진액
OHE-01867,찔
OHE-01868,일찍
OHE-01869,더할
OHE-01870,찔
OHE-01871,보낼
OHE-01872,증거
OHE-01873,갈
OHE-01874,그칠
OHE-01875,지탱할
OHE-01876,다만
OHE-01877,땅
OHE-01878,뜻
OHE-01879,이를
OHE-01880,뜻
OHE-01881,못
OHE-01882,터
OHE-01883,가지
OHE-01884,물가
OHE-01885,알
OHE-01886,복
OHE-01887,가질
OHE-01888,공경할
OHE-01889,손가락
OHE-01890,종이
OHE-01891,지초
OHE-01892,발
OHE-01893,글기
OHE-01894,기록할
OHE-01895,지극할
OHE-01896,더딜
OHE-01897,곧을
OHE-01898,일찍심은벼
OHE-01899,기장
OHE-01900,직분
OHE-01901,짤
OHE-01902,별
OHE-01903,나루
OHE-01904,보배
OHE-01905,진자라
OHE-01906,진나라
OHE-01907,참
OHE-01908,떨칠
OHE-01909,볼
OHE-01910,수레
OHE-01911,구휼할 넉넉할
OHE-01912,다할
OHE-01913,성할
OHE-01914,티끌
OHE-01915,나아갈
OHE-01916,옥돌
OHE-01917,진동할
OHE-01918,진칠
OHE-01919,맺을
OHE-01920,베풀
OHE-01921,옥돌
OHE-01922,진압할
OHE-01923,차례
OHE-01924,바탕
OHE-01925,세간
OHE-01926,잡을
OHE-01927,모일
OHE-01928,모을
OHE-01929,샘솟을
OHE-01930,쇳조각
OHE-01931,부를
OHE-01932,맑을
OHE-01933,또
OHE-01934,버금
OHE-01935,이
OHE-01936,수레
OHE-01937,빌
OHE-01938,선명할
OHE-01939,글지울
OHE-01940,맑을
OHE-01941,빛날
OHE-01942,옥광채
OHE-01943,도울
OHE-01944,모을
OHE-01945,제기
OHE-01946,이을
OHE-01947,기릴
OHE-01948,뚫을
OHE-01949,편지
OHE-01950,살필
OHE-01951,참여할
OHE-01952,창성할
OHE-01953,밝을
OHE-01954,곳집(창고)
OHE-01955,노래
OHE-01956,창
OHE-01957,드러날
OHE-01958,비롯할
OHE-01959,밝을
OHE-01960,싸늘할
OHE-01961,창포
OHE-01962,화창할
OHE-01963,푸를
OHE-01964,캘
OHE-01965,녹봉
OHE-01966,영지
OHE-01967,채색
OHE-01968,캘
OHE-01969,나물
OHE-01970,비단
OHE-01971,거북
OHE-01972,책
OHE-01973,꾀
OHE-01974,곳
OHE-01975,자
OHE-01976,열
OHE-01977,겨래
OHE-01978,오를
OHE-01979,내
OHE-01980,일
OHE-01981,하늘
OHE-01982,일
OHE-01983,샘
OHE-01984,두렁 길
OHE-01985,밟을
OHE-01986,옮길
OHE-01987,천거할
OHE-01988,밝을
OHE-01989,밝을
OHE-01990,꿰맬
OHE-01991,통할청
OHE-01992,거둘
OHE-01993,물맑을
OHE-01994,수레바퀴자국
OHE-01995,쇠
OHE-01996,뾰족할
OHE-01997,더할
OHE-01998,다
OHE-01999,우러러볼
OHE-02000,이길
OHE-02001,푸를
OHE-02002,갤
OHE-02003,맑을
OHE-02004,청할
OHE-02005,들을
OHE-02006,관청
OHE-02007,맺을 연결할
OHE-02008,살필
OHE-02009,갈마들 번갈아들
OHE-02010,몸
OHE-02011,처음
OHE-02012,닮을
OHE-02013,부를
OHE-02014,뛰어넘을
OHE-02015,풀
OHE-02016,초나라
OHE-02017,떌나무
OHE-02018,주춧돌
OHE-02019,파초
OHE-02020,닿을
OHE-02021,마디
OHE-02022,마을
OHE-02023,거느릴
OHE-02024,귀밝을
OHE-02025,모을
OHE-02026,사랑할
OHE-02027,높을
OHE-02028,가장
OHE-02029,재촉할
OHE-02030,가을
OHE-02031,뺼
OHE-02032,헤아릴
OHE-02033,가래나무
OHE-02034,따를
OHE-02035,지도리
OHE-02036,송곳
OHE-02037,저울추
OHE-02038,나라이름
OHE-02039,소
OHE-02040,기를
OHE-02041,축하할
OHE-02042,굴대
OHE-02043,쌓을
OHE-02044,쌓을
OHE-02045,봄
OHE-02046,참죽나무
OHE-02047,옥이름
OHE-02048,날
OHE-02049,가득할
OHE-02050,충성
OHE-02051,정성
OHE-02052,찌를
OHE-02053,불
OHE-02054,취할
OHE-02055,나아갈
OHE-02056,모일
OHE-02057,비취색
OHE-02058,땃
OHE-02059,곁
OHE-02060,잴
OHE-02061,다스릴
OHE-02062,우뚝할
OHE-02063,이룰
OHE-02064,값
OHE-02065,꿩
OHE-02066,달릴
OHE-02067,어릴
OHE-02068,둘
OHE-02069,불활활탈
OHE-02070,법
OHE-02071,조서
OHE-02072,친할
OHE-02073,일곱
OHE-02074,옻칠할
OHE-02075,잠길
OHE-02076,바늘
OHE-02077,담글
OHE-02078,보배
OHE-02079,저울
OHE-02080,일컬을
OHE-02081,쾌이름
OHE-02082,시원할
OHE-02083,다를
OHE-02084,칠
OHE-02085,평온할
OHE-02086,받칠
OHE-02087,높을
OHE-02088,박을
OHE-02089,헤아릴
OHE-02090,부탁할
OHE-02091,클
OHE-02092,환할
OHE-02093,사람이름
OHE-02094,옥다듬을
OHE-02095,뽑아낼
OHE-02096,씻을
OHE-02097,방울
OHE-02098,삼킬
OHE-02099,평탄할
OHE-02100,숯
OHE-02101,태어날
OHE-02102,탄알
OHE-02103,여울
OHE-02104,즐길
OHE-02105,찾을
OHE-02106,탑
OHE-02107,클
OHE-02108,별이름
OHE-02109,바꿀
OHE-02110,클
OHE-02111,아이벨
OHE-02112,나라이름
OHE-02113,태도
OHE-02114,집
OHE-02115,가릴
OHE-02116,못
OHE-02117,흙
OHE-02118,토끼
OHE-02119,칠
OHE-02120,통
OHE-02121,거느릴
OHE-02122,통할
OHE-02123,언덕
OHE-02124,던질
OHE-02125,통할
OHE-02126,특별할
OHE-02127,땅이름
OHE-02128,고개
OHE-02129,비파나무
OHE-02130,잡을
OHE-02131,물결
OHE-02132,파초
OHE-02133,비파
OHE-02134,씨뿌릴
OHE-02135,비탈
OHE-02136,판단할
OHE-02137,널
OHE-02138,널빤지
OHE-02139,팔
OHE-02140,비탈
OHE-02141,여덟
OHE-02142,조개
OHE-02143,찰
OHE-02144,으뜸
OHE-02145,성
OHE-02146,물소리
OHE-02147,조각
OHE-02148,액자
OHE-02149,편할
OHE-02150,엮을
OHE-02151,책
OHE-02152,두루
OHE-02153,평평할
OHE-02154,땅평평할
OHE-02155,바둑판
OHE-02156,평론할
OHE-02157,섬돌
OHE-02158,예물
OHE-02159,감쌀
OHE-02160,베
OHE-02161,안을
OHE-02162,대포
OHE-02163,물가
OHE-02164,잡을
OHE-02165,배부를
OHE-02166,기릴
OHE-02167,펼
OHE-02168,포도
OHE-02169,폭
OHE-02170,자루
OHE-02171,겉
OHE-02172,펴범
OHE-02173,범
OHE-02174,쪽지
OHE-02175,뜰
OHE-02176,표시
OHE-02177,날래고용감할
OHE-02178,물건
OHE-02179,여쭐
OHE-02180,바람
OHE-02181,단풍나무
OHE-02182,성할
OHE-02183,짝
OHE-02184,반드시
OHE-02185,물결부딪칠
OHE-02186,칼장식옥
OHE-02187,마칠
OHE-02188,향기
OHE-02189,도울
OHE-02190,붓
OHE-02191,향기로울
OHE-02192,아래
OHE-02193,강
OHE-02194,여름
OHE-02195,여름
OHE-02196,하례할
OHE-02197,큰집
OHE-02198,놀
OHE-02199,배울
OHE-02200,학
OHE-02201,땀
OHE-02202,찰
OHE-02203,한가할
OHE-02204,한수
OHE-02205,날개
OHE-02206,나라이름
OHE-02207,넓고클
OHE-02208,다스릴
OHE-02209,머금을
OHE-02210,함
OHE-02211,다
OHE-02212,젖을
OHE-02213,합할
OHE-02214,목
OHE-02215,막을
OHE-02216,물넓을할
OHE-02217,거리
OHE-02218,항아
OHE-02219,항상
OHE-02220,목 목덜미
OHE-02221,항구
OHE-02222,돼지
OHE-02223,바다
OHE-02224,함께
OHE-02225,그
OHE-02226,본보기
OHE-02227,풀
OHE-02228,화할
OHE-02229,씨
OHE-02230,다닐
OHE-02231,살구
OHE-02232,다행
OHE-02233,향할
OHE-02234,누릴
OHE-02235,향기
OHE-02236,옥이름
OHE-02237,시골
OHE-02238,울릴
OHE-02239,허락할
OHE-02240,집
OHE-02241,법
OHE-02242,드릴
OHE-02243,험할
OHE-02244,증험할
OHE-02245,가죽
OHE-02246,클
OHE-02247,붉을
OHE-02248,빛날
OHE-02249,검을
OHE-02250,나타날
OHE-02251,활시위
OHE-02252,물깊고넓을
OHE-02253,빛날
OHE-02254,옥돌
OHE-02255,재 고개
OHE-02256,악기줄
OHE-02257,햇살
OHE-02258,나타날
OHE-02259,무늬
OHE-02260,솥귀
OHE-02261,어질
OHE-02262,매달
OHE-02263,나타날
OHE-02264,호협할
OHE-02265,골짜기
OHE-02266,낄
OHE-02267,젖을
OHE-02268,맏
OHE-02269,형상
OHE-02270,형통할
OHE-02271,본보기
OHE-02272,빛날
OHE-02273,찰
OHE-02274,나라이름
OHE-02275,노리개
OHE-02276,등불
OHE-02277,의혹할
OHE-02278,저울
OHE-02279,물맑을
OHE-02280,향기로울
OHE-02281,별이름
OHE-02282,은혜
OHE-02283,슬기
OHE-02284,아름다울
OHE-02285,서로
OHE-02286,집
OHE-02287,좋을
OHE-02288,범
OHE-02289,하늘
OHE-02290,복
OHE-02291,나는털
OHE-02292,넓을
OHE-02293,뒤따를
OHE-02294,밝을
OHE-02295,맑을
OHE-02296,흴
OHE-02297,호박
OHE-02298,호수
OHE-02299,산호
OHE-02300,호걸
OHE-02301,물가
OHE-02302,넓을
OHE-02303,해자
OHE-02304,해자
OHE-02305,호경
OHE-02306,보호할
OHE-02307,클
OHE-02308,구할
OHE-02309,넓을
OHE-02310,혼인할
OHE-02311,넓을
OHE-02312,무지개
OHE-02313,물깊을
OHE-02314,붉을
OHE-02315,큰물
OHE-02316,횃불
OHE-02317,큰기러기
OHE-02318,불
OHE-02319,화할
OHE-02320,벼
OHE-02321,고를
OHE-02322,꽃
OHE-02323,재화
OHE-02324,그림
OHE-02325,말할
OHE-02326,빛날
OHE-02327,고울
OHE-02328,자작나무
OHE-02329,확실학
OHE-02330,넓힐
OHE-02331,벼벨
OHE-02332,둥글
OHE-02333,변할
OHE-02334,빛날
OHE-02335,굳셀
OHE-02336,환할
OHE-02337,부를
OHE-02338,바꿀
OHE-02339,빛날
OHE-02340,흩어질
OHE-02341,고리
OHE-02342,돌아올
OHE-02343,기뻐할
OHE-02344,살
OHE-02345,넓을
OHE-02346,임금
OHE-02347,밝을
OHE-02348,봉황새
OHE-02349,누를
OHE-02350,빛날
OHE-02351,물깊고넓을
OHE-02352,책상
OHE-02353,패옥
OHE-02354,돌아올
OHE-02355,돌
OHE-02356,클
OHE-02357,모일
OHE-02358,노송나무
OHE-02359,그림
OHE-02360,품을
OHE-02361,그을
OHE-02362,가로
OHE-02363,변할
OHE-02364,효도
OHE-02365,본받을
OHE-02366,강이름
OHE-02367,새벽
OHE-02368,가르칠
OHE-02369,날랠
OHE-02370,임금
OHE-02371,두터울
OHE-02372,뒤
OHE-02373,제후
OHE-02374,기후
OHE-02375,만날
OHE-02376,가르칠
OHE-02377,향기
OHE-02378,연기낄
OHE-02379,공
OHE-02380,질나팔
OHE-02381,연기낄
OHE-02382,향기
OHE-02383,따뜻할
OHE-02384,원추리
OHE-02385,무리
OHE-02386,빛
OHE-02387,빛날
OHE-02388,휘두를
OHE-02389,빛날
OHE-02390,아름다울
OHE-02391,쉴
OHE-02392,아름다울
OHE-02393,가질
OHE-02394,검을
OHE-02395,기뻐할
OHE-02396,아침
OHE-02397,이글이글
OHE-02398,산우뚝솟을
OHE-02399,겅경함
OHE-02400,마실
OHE-02401,윤택하세할
OHE-02402,흡사할
OHE-02403,합할
OHE-02404,일어날훙
OHE-02405,바랄
OHE-02406,계집
OHE-02407,마를
OHE-02408,기쁠
OHE-02409,드물
OHE-02410,빛날
OHE-02411,기쁠
OHE-02412,즐길
OHE-02413,화할
OHE-02414,기쁠
OHE-02415,놀
OHE-02416,성할
OHE-02417,성할
OHE-02418,숨
OHE-02419,복
OHE-02420,햇빛
